1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.755886971950531)|TASK::Конечные_преобразователи(0.7476552724838257)|TASK::Языковые_модели(0.7371660470962524)|TASK::Тематическое_моделирование(0.7356764674186707)|TASK::Извлечение_именованных_сущностей(0.733953595161438)|TASK::Извлечение_ключевых_слов(0.7184091806411743)|TASK::Обработка_речи(0.7108583450317383)|TASK::Обнаружение_дубликатов(0.7020483016967773)
2	dialogue_2002_d505931dff5eb2ccfa97d2734c7f0de448ea96c9	ru	0.9048840999603271	Русская Номинативная Лексика как Инструмент Изучения Зрительных Образов	http://www.dialog-21.ru/digest/2002/articles/semenova/	TASK::Языковые_модели(0.7667568922042847)|TASK::Обработка_речи(0.7387651801109314)|TASK::Тематическое_моделирование(0.7363774180412292)|TASK::Дистрибутивная_семантика(0.7243292331695557)|TASK::Тезаурусы(0.7044259309768677)
3	dialogue_2000_eac75dad715b552be2cd0e7f487027de0b209d6e	ru	0.8987454175949097	К Вопросу об Автоматизации Литературно-научного Редактирования	http://www.dialog-21.ru/digest/2000/articles/bolshakova/	TASK::Обработка_речи(0.7219497561454773)|TASK::Тезаурусы(0.7029218673706055)
4	dialogue_2002_7a08ec25ad268621c10533fe459b07eac81aa967	ru	0.8980669975280762	Неточная Редупликация как Средство Выражения Значения Репрезентативной Множественности	http://www.dialog-21.ru/digest/2002/articles/minlos/	TASK::Обработка_речи(0.7389473915100098)|TASK::Языковые_модели(0.7250428199768066)
5	dialogue_2001_a8835164281ef042f4b46763916b1c2d277eccc2	ru	0.8922145366668701	Деривация Литературных и Жаргонных Метафорических Значений в Русском Языке	http://www.dialog-21.ru/digest/2001/articles/rozina/	TASK::Обработка_речи(0.7365742325782776)|TASK::Тематическое_моделирование(0.7247242331504822)|TASK::Языковые_модели(0.7159650325775146)|TASK::Дистрибутивная_семантика(0.71098393201828)|TASK::Тезаурусы(0.7081471681594849)
6	dialogue_2005_eba60cd6856edd889da0d97e41b7f2dfa92622a3	ru	0.8904008865356445	Поверхностные Фильтры для Разрешения Семантической Омонимии в Текстовом Корпусе	http://www.dialog-21.ru/media/2383/kobritsovbp.pdf	TASK::Обработка_речи(0.7433223724365234)|TASK::Языковые_модели(0.733557939529419)|TASK::Тематическое_моделирование(0.7080293893814087)
7	dialogue_2008_fac9e3c4e85ea91cdffd1b5afa3cdd12d240fab5	ru	0.8885515928268433	Измерение Частотности Синтаксических Молекул (На Материале Генерального Корпуса Русского Языка)	http://www.dialog-21.ru/media/1759/38.pdf	TASK::Обработка_речи(0.7558703422546387)|TASK::Языковые_модели(0.732736349105835)|TASK::Дистрибутивная_семантика(0.7284635305404663)|TASK::Тематическое_моделирование(0.7120000720024109)|TASK::Извлечение_именованных_сущностей(0.7053874731063843)
8	dialogue_2003_963c0e6513feb869dc7ea994fd4a6689a751ef8c	ru	0.8863192796707153	Множественное Число Русских Предикатных Имён	http://www.dialog-21.ru/media/2676/paselskaja.pdf	TASK::Обработка_речи(0.7458678483963013)|TASK::Языковые_модели(0.728560209274292)|TASK::Тематическое_моделирование(0.7165611982345581)|TASK::Дистрибутивная_семантика(0.7125813961029053)
9	dialogue_2017_3475d92182bfd1da422a4165265c382dd40b0df0	en	0.8851499557495117	Russian Collocation Extraction Based on Word Embeddings	http://www.dialog-21.ru/media/3908/enikeevaevmitrofanovaoa.pdf	TASK::Языковые_модели(0.7377386689186096)|TASK::Дистрибутивная_семантика(0.7326427102088928)|TASK::Тематическое_моделирование(0.7212480306625366)|TASK::Обработка_речи(0.7145178318023682)|TASK::Конечные_преобразователи(0.7085042595863342)
10	dialogue_2006_0f9517bae23b03a9891e5afa92b7fa9583654467	ru	0.8845162391662598	Интертекстуальные Фрагменты в Современном Русском Анекдоте	http://www.dialog-21.ru/media/2049/shmeleva.pdf	

7.		dialogue_2002_977c4161efebe2a2da2bc9070b4c366f6dd7790d	ru	Обобщенные Модели Управления. Синтаксический Анализатор на Основе Обобщенных Моделей Управления	http://www.dialog-21.ru/digest/2002/articles/odintsev/	TASK::Конечные_преобразователи(0.7462568283081055)|TASK::Дистрибутивная_семантика(0.7332764863967896)|TASK::Языковые_модели(0.7270262241363525)|TASK::Тематическое_моделирование(0.7243716716766357)|TASK::Извлечение_именованных_сущностей(0.7238423824310303)|TASK::Обработка_речи(0.7065865397453308)|TASK::Извлечение_ключевых_слов(0.7010179758071899)
1	dialogue_2001_86d74f3bc770ec15a94bff16b28698291010853f	ru	0.9915264844894409	Обучаемый Синтаксический Анализатор Естественного Языка	http://www.dialog-21.ru/digest/2001/articles/odintsev/	TASK::Конечные_преобразователи(0.7375285625457764)|TASK::Языковые_модели(0.7305617332458496)|TASK::Тематическое_моделирование(0.7269343137741089)|TASK::Дистрибутивная_семантика(0.7219544053077698)|TASK::Извлечение_именованных_сущностей(0.7176592350006104)
2	dialogue_2000_656d0d77d8325fa9636a973be944d8b6f6cb924a	ru	0.9892617464065552	Методы Улучшения Качества Синтаксического Анализа Фраз Естественного Языка.	http://www.dialog-21.ru/digest/2000/articles/odintsev/	TASK::Тематическое_моделирование(0.7296768426895142)|TASK::Конечные_преобразователи(0.7276510000228882)|TASK::Дистрибутивная_семантика(0.7217268943786621)|TASK::Извлечение_именованных_сущностей(0.7160336971282959)|TASK::Языковые_модели(0.7135107517242432)
3	dialogue_2002_95ec453188ac28fa8af193d4c4f0d3989b72eefe	ru	0.9881709218025208	Неполный Синтаксический Анализ Текста в Информационно-поисковых Системах	http://www.dialog-21.ru/digest/2002/articles/ermakov/	TASK::Конечные_преобразователи(0.7344738245010376)|TASK::Дистрибутивная_семантика(0.7305554151535034)|TASK::Тематическое_моделирование(0.7283240556716919)|TASK::Извлечение_именованных_сущностей(0.7282503247261047)|TASK::Языковые_модели(0.7202094793319702)|TASK::Обработка_речи(0.7185218930244446)|TASK::Извлечение_ключевых_слов(0.701602578163147)
4	dialogue_2002_142141991ce299bf6f2a74e154d6c4aa63ab7412	ru	0.9861705899238586	Модели Лингвистического Транслятора	http://www.dialog-21.ru/digest/2002/articles/khahalin1/	TASK::Дистрибутивная_семантика(0.7651662826538086)|TASK::Конечные_преобразователи(0.7567073106765747)|TASK::Языковые_модели(0.746802806854248)|TASK::Тематическое_моделирование(0.7427036762237549)|TASK::Извлечение_именованных_сущностей(0.7304909229278564)|TASK::Обработка_речи(0.7119731903076172)
5	dialogue_2005_bcc73955169fcb7f1faa92fadf2b3dff77012aeb	ru	0.9859602451324463	Вероятностная Модель Снятия Морфологической Омонимии на Основе Нормализующих Подстановок и Позиций Соседних Слов	http://www.dialog-21.ru/media/2444/zelenkov_segalovich.pdf	TASK::Конечные_преобразователи(0.7472383975982666)|TASK::Дистрибутивная_семантика(0.7453641891479492)|TASK::Извлечение_именованных_сущностей(0.7251183986663818)|TASK::Тематическое_моделирование(0.714035153388977)|TASK::Извлечение_ключевых_слов(0.7131860256195068)|TASK::Языковые_модели(0.7111579179763794)|TASK::Обработка_речи(0.7071468234062195)|TASK::Обнаружение_дубликатов(0.7031190991401672)
6	dialogue_2010_89654a6e174bee3159dfb0992fc50386d87840a1	ru	0.9848358035087585	Референциальный Выбор как Многофакторный Вероятностный Процесс	http://www.dialog-21.ru/media/1653/28.pdf	TASK::Конечные_преобразователи(0.7435669898986816)|TASK::Дистрибутивная_семантика(0.7254860401153564)|TASK::Извлечение_именованных_сущностей(0.7223395109176636)|TASK::Тематическое_моделирование(0.7212252616882324)|TASK::Языковые_модели(0.7152397632598877)|TASK::Обработка_речи(0.703609824180603)
