1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.7695256471633911)|TASK::Морфологический_анализ(0.7519286870956421)|TASK::Тематическое_моделирование(0.7376287579536438)|TASK::Синтаксический_анализ(0.7299620509147644)|TASK::Извлечение_именованных_сущностей(0.7231369614601135)|TASK::Cегментация_текста(0.7119397521018982)|TASK::Проверка_правописания(0.7049193978309631)
5	dialogue_2002_d3c8a2a3ad72c94f653904793659c86972d61bb5	ru	0.8933537602424622	Грамматические Пометы в Структуре Словарной Статьи Фразеологического Словаря Русского Языка	http://www.dialog-21.ru/digest/2002/articles/zazaeva/	TASK::Морфологический_анализ(0.7603074908256531)|TASK::Тезаурусы(0.7414542436599731)|TASK::Синтаксический_анализ(0.7372994422912598)|TASK::Дистрибутивная_семантика(0.7158692479133606)|TASK::Проверка_правописания(0.7067353129386902)
6	dialogue_2000_eac75dad715b552be2cd0e7f487027de0b209d6e	ru	0.8892583250999451	К Вопросу об Автоматизации Литературно-научного Редактирования	http://www.dialog-21.ru/digest/2000/articles/bolshakova/	
7	dialogue_2005_eba60cd6856edd889da0d97e41b7f2dfa92622a3	ru	0.8884022235870361	Поверхностные Фильтры для Разрешения Семантической Омонимии в Текстовом Корпусе	http://www.dialog-21.ru/media/2383/kobritsovbp.pdf	TASK::Морфологический_анализ(0.7441244721412659)|TASK::Дистрибутивная_семантика(0.7291997075080872)|TASK::Синтаксический_анализ(0.7231041193008423)|TASK::Тематическое_моделирование(0.7170275449752808)|TASK::Проверка_правописания(0.7068657279014587)|TASK::Тезаурусы(0.7046058177947998)
8	dialogue_2003_963c0e6513feb869dc7ea994fd4a6689a751ef8c	ru	0.8878462314605713	Множественное Число Русских Предикатных Имён	http://www.dialog-21.ru/media/2676/paselskaja.pdf	TASK::Морфологический_анализ(0.7695385813713074)|TASK::Дистрибутивная_семантика(0.749635636806488)|TASK::Синтаксический_анализ(0.71706223487854)
9	dialogue_2008_fac9e3c4e85ea91cdffd1b5afa3cdd12d240fab5	ru	0.8867513537406921	Измерение Частотности Синтаксических Молекул (На Материале Генерального Корпуса Русского Языка)	http://www.dialog-21.ru/media/1759/38.pdf	TASK::Морфологический_анализ(0.7782570719718933)|TASK::Дистрибутивная_семантика(0.7504251599311829)|TASK::Проверка_правописания(0.7275055050849915)|TASK::Синтаксический_анализ(0.7133190631866455)|TASK::Тематическое_моделирование(0.7017503976821899)|TASK::Извлечение_именованных_сущностей(0.7005056738853455)
10	dialogue_2019_22b426e152ac934bd6d60ecc82f5d6d55f9161d7	ru	0.8849464654922485	Лексический Состав Текстов Учебников Русского Языка Для Младшей Школы: Корпусное Исследование	http://www.dialog-21.ru/media/4608/laposhinaаnplusetal-105.pdf	TASK::Морфологический_анализ(0.7476543188095093)|TASK::Проверка_правописания(0.7162905931472778)|TASK::Тематическое_моделирование(0.708176851272583)|TASK::Дистрибутивная_семантика(0.7012923955917358)

7.		dialogue_2002_977c4161efebe2a2da2bc9070b4c366f6dd7790d	ru	Обобщенные Модели Управления. Синтаксический Анализатор на Основе Обобщенных Моделей Управления	http://www.dialog-21.ru/digest/2002/articles/odintsev/	TASK::Дистрибутивная_семантика(0.7461942434310913)|TASK::Морфологический_анализ(0.7460281848907471)|TASK::Тематическое_моделирование(0.7143629789352417)|TASK::Извлечение_именованных_сущностей(0.7119972705841064)|TASK::Проверка_правописания(0.7099350690841675)|TASK::Синтаксический_анализ(0.7033575773239136)
1	dialogue_2001_86d74f3bc770ec15a94bff16b28698291010853f	ru	0.9931698441505432	Обучаемый Синтаксический Анализатор Естественного Языка	http://www.dialog-21.ru/digest/2001/articles/odintsev/	TASK::Дистрибутивная_семантика(0.7335822582244873)|TASK::Морфологический_анализ(0.7310963273048401)|TASK::Извлечение_именованных_сущностей(0.7121704816818237)|TASK::Тематическое_моделирование(0.708796501159668)|TASK::Проверка_правописания(0.704602837562561)
2	dialogue_2000_656d0d77d8325fa9636a973be944d8b6f6cb924a	ru	0.9916257262229919	Методы Улучшения Качества Синтаксического Анализа Фраз Естественного Языка.	http://www.dialog-21.ru/digest/2000/articles/odintsev/	TASK::Дистрибутивная_семантика(0.7309592366218567)|TASK::Морфологический_анализ(0.7293708324432373)|TASK::Извлечение_именованных_сущностей(0.7123592495918274)|TASK::Проверка_правописания(0.7088461518287659)|TASK::Тематическое_моделирование(0.7085378766059875)
3	dialogue_2002_95ec453188ac28fa8af193d4c4f0d3989b72eefe	ru	0.9882010221481323	Неполный Синтаксический Анализ Текста в Информационно-поисковых Системах	http://www.dialog-21.ru/digest/2002/articles/ermakov/	TASK::Морфологический_анализ(0.7425292730331421)|TASK::Дистрибутивная_семантика(0.7396777868270874)|TASK::Проверка_правописания(0.7149792909622192)|TASK::Извлечение_именованных_сущностей(0.7126114368438721)|TASK::Тематическое_моделирование(0.7100406289100647)
4	dialogue_2010_cafa183e7f5c6d90005f12cec6fca88a31b02378	ru	0.9872660636901855	Синтаксический Анализатор «Treevial». Принцип Динамического Ранжирования Гипотез	http://www.dialog-21.ru/media/1696/71.pdf	TASK::Дистрибутивная_семантика(0.751046359539032)|TASK::Морфологический_анализ(0.7337729930877686)|TASK::Проверка_правописания(0.713556706905365)|TASK::Извлечение_именованных_сущностей(0.7036746144294739)
5	dialogue_2002_142141991ce299bf6f2a74e154d6c4aa63ab7412	ru	0.9870569705963135	Модели Лингвистического Транслятора	http://www.dialog-21.ru/digest/2002/articles/khahalin1/	TASK::Дистрибутивная_семантика(0.7659545540809631)|TASK::Морфологический_анализ(0.750276505947113)|TASK::Тематическое_моделирование(0.7352706789970398)|TASK::Извлечение_именованных_сущностей(0.7249059677124023)|TASK::Синтаксический_анализ(0.7161867618560791)|TASK::Проверка_правописания(0.7057692408561707)
6	aist_2013_8200539f3cfa7e9b595193f42fd9b49b4f57864d	ru	0.9867557287216187	Анализ Статистических Алгоритмов Снятия Морфологической Омонимии в Русском Языке	https://publications.hse.ru/chapters/102449956	TASK::Морфологический_анализ(0.7678729891777039)|TASK::Дистрибутивная_семантика(0.7513700723648071)|TASK::Проверка_правописания(0.7329789996147156)|TASK::Тематическое_моделирование(0.7121527194976807)|TASK::Синтаксический_анализ(0.7073034048080444)|TASK::Извлечение_именованных_сущностей(0.70362389087677)
7	dialogue_2005_bcc73955169fcb7f1faa92fadf2b3dff77012aeb	ru	0.9867106676101685	Вероятностная Модель Снятия Морфологической Омонимии на Основе Нормализующих Подстановок и Позиций Соседних Слов	http://www.dialog-21.ru/media/2444/zelenkov_segalovich.pdf	TASK::Дистрибутивная_семантика(0.7479048371315002)|TASK::Морфологический_анализ(0.7429853677749634)|TASK::Проверка_правописания(0.7127670049667358)|TASK::Извлечение_именованных_сущностей(0.7063115835189819)|TASK::Тематическое_моделирование(0.7027469873428345)
